device,cfg,layer_type,prec,img,bs,keep_ratio,L_patch,L_eff,ms,peak_mem_mb,status,depth,embed_dim,num_heads,mlp_ratio,complexity_ratio,head_dim,tp_world_size
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,160,48,0.750000,100,76,2.037764,194.842,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,160,64,0.750000,100,76,1.215577,116.177,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,160,64,0.750000,100,76,1.424909,174.434,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,160,64,0.750000,100,76,2.689362,221.936,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,176,1,0.750000,121,91,0.160098,14.231,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,176,1,0.750000,121,91,0.145435,51.742,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,176,1,0.750000,121,91,0.146866,116.269,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,176,8,0.750000,121,91,0.291348,95.041,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,176,8,0.750000,121,91,0.276566,113.586,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,176,8,0.750000,121,91,0.453711,130.030,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,176,16,0.750000,121,91,0.458002,98.365,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,176,16,0.750000,121,91,0.495434,123.762,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,176,16,0.750000,121,91,0.860453,145.928,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,176,24,0.750000,121,91,0.594974,102.802,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,176,24,0.750000,121,91,0.737667,134.430,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,176,24,0.750000,121,91,1.197577,163.268,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,176,32,0.750000,121,91,0.780463,105.927,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,176,32,0.750000,121,91,0.908852,146.152,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,176,32,0.750000,121,91,1.644492,177.920,ok,32,1280,16,4.0,1.0,80,4
