device,cfg,layer_type,prec,img,bs,keep_ratio,L_patch,L_eff,avg_power_w,energy_mj,ms_event,status,depth,embed_dim,num_heads,mlp_ratio,complexity_ratio,head_dim,tp_world_size,runs,warmup
RTX4090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,176,16,0.750000,121,91,66.123000,49.597963,0.750086,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX4090,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,176,24,0.750000,121,91,65.940500,40.575035,0.615328,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX4090,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,176,24,0.750000,121,91,65.878000,104.608151,1.587907,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX4090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,176,24,0.750000,121,91,66.644000,54.307716,0.814893,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX4090,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,176,32,0.750000,121,91,66.613500,42.107406,0.632115,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX4090,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,176,32,0.750000,121,91,66.380500,93.430182,1.407494,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX4090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,176,32,0.750000,121,91,67.579000,57.534057,0.851360,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX4090,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,176,48,0.750000,121,91,67.457000,44.340295,0.657312,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX4090,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,176,48,0.750000,121,91,67.548500,111.916301,1.656829,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX4090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,176,48,0.750000,121,91,69.123500,80.585393,1.165818,ok,32,1280,16,4.000000,1.000000,80,4,10,5
